application_id,customer_id,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio
APP0004681,CUST001551,2022-08-13,Credit Card Refinancing,5423.01,36,Abandoned In Funnel,Pre-Qualification,,26.9
APP0004682,CUST004861,2023-02-08,Home Improvement,16169.96,36,Abandoned In Funnel,Document Verification,,26.24
APP0004683,CUST004902,27/06/2025,Credit Card Refinancing,9467.84,60,Rejected,Document Verification,,11.21
APP0004684,CUST001318,2023-01-19,Debt Consolidation,16406.96,60,Approved,Disbursed,22.77,11.19
APP0004685,CUST003139,2025-03-09,Major Purchase,25834.66,36,Approved,Disbursed,22.42,30.75
APP0004686,CUST002071,2025-12-14,Small Business,33919.13,36,Approved,Disbursed,26.87,20.52
APP0004687,CUST002743,2024-08-29,Major Purchase,43466.07,36,Abandoned In Funnel,Pre-Qualification,,8.53
APP0004688,CUST004155,2025-05-20,Debt Consolidation,24227.58,36,Approved,Disbursed,27.01,24.16
APP0004689,CUST002309,2022-12-29,Home Improvement,20711.07,60,Approved,Disbursed,16.28,12.88
APP0004690,CUST004362,2024-11-17,Debt Consolidation,4723.11,36,Approved,Disbursed,12.42,31.92
APP0004691,CUST004976,08/02/2024,Debt Consolidation,7138.56,36,Approved,Disbursed,11.85,27.79
APP0004692,CUST002365,2025-07-14,Small Business,56518.3,36,Approved,Disbursed,9.94,6.96
APP0004693,CUST000418,2022-05-02,Debt Consolidation,13927.92,36,Rejected,Risk Assessment,,12.09
APP0004694,CUST000158,2022-02-11,Credit Card Refinancing,10765.93,60,Rejected,Pre-Qualification,,34.68
APP0004695,CUST000594,2024-09-30,Credit Card Refinancing,6444.62,36,Approved,Disbursed,16.76,20.89
APP0004696,CUST003875,2025-02-27,Small Business,21977.27,60,Approved,Disbursed,18.77,15.23
APP0004697,CUST004316,2023-11-01,Home Improvement,14236.58,36,Abandoned In Funnel,Pre-Qualification,,15.81
APP0004698,CUST004562,2022-09-16,Major Purchase,6813.1,36,Approved,Disbursed,12.1,15.17
APP0004699,CUST000449,2024-06-17,Home Improvement,9288.37,36,Rejected,Risk Assessment,,27.96
APP0004700,CUST000706,2023-12-19,Major Purchase,14928.11,60,Rejected,Risk Assessment,,13.74
APP0004701,CUST003511,2023-03-21,Major Purchase,25814.2,36,Approved,Disbursed,11.88,5.47
APP0004702,CUST004485,2024-02-03,Debt Consolidation,8473.37,60,Abandoned In Funnel,Pre-Qualification,,16.3
APP0004703,CUST000135,2022-07-28,Home Improvement,33184.88,60,Rejected,Document Verification,,30.4
APP0004704,CUST002898,2022-05-08,Debt Consolidation,17898.5,36,Abandoned In Funnel,Document Verification,,8.71
APP0004705,CUST001244,2023-02-08,Home Improvement,12452.36,36,Rejected,Document Verification,,22.82
APP0004706,CUST004583,2024-08-09,Credit Card Refinancing,7943.37,36,Abandoned In Funnel,Document Verification,,18.96
APP0004707,CUST002901,2022-11-23,Debt Consolidation,26561.41,60,Abandoned In Funnel,Document Verification,,
APP0004708,CUST004095,2025-02-19,Small Business,27150.29,36,Approved,Disbursed,24.27,33.11
APP0004709,CUST004942,2025-11-17,Debt Consolidation,21227.62,36,Abandoned In Funnel,Final Offer,,9.19
APP0004710,CUST004761,11/09/2023,Home Improvement,16787.45,36,Approved,Disbursed,15.59,5.14
APP0004711,CUST003605,2025-08-01,Home Improvement,7914.64,60,Approved,Disbursed,20.41,35.37
APP0004712,CUST000094,2024-11-10,Home Improvement,9581.99,36,Approved,Disbursed,19.81,29.12
APP0004713,CUST000051,2022-08-11,Debt Consolidation,9790.63,36,Rejected,Risk Assessment,,11.83
APP0004714,CUST002094,2023-04-04,Home Improvement,5286.53,36,Rejected,Document Verification,,4.53
APP0004715,CUST000934,2024-05-27,Debt Consolidation,17583.64,60,Abandoned In Funnel,Pre-Qualification,,17.91
APP0004716,CUST000228,2022-02-09,Debt Consolidation,12649.77,60,Abandoned In Funnel,Document Verification,,6.33
APP0004717,CUST000900,2022-03-03,Debt Consolidation,15380.92,36,Approved,Disbursed,16.72,19.1
APP0004718,CUST000088,2024-11-03,Home Improvement,33212.88,60,Rejected,Risk Assessment,,9.49
APP0004719,CUST000329,2023-10-16,Home Improvement,3855.44,36,Approved,Disbursed,18.86,13.28
APP0004720,CUST003969,2025-03-03,Home Improvement,11960.44,36,Approved,Disbursed,6.51,30.26
APP0004721,CUST000573,2022-11-01,Credit Card Refinancing,10547.05,36,Rejected,Risk Assessment,,18.68
APP0004722,CUST000057,2025-08-23,Debt Consolidation,26707.92,60,Approved,Disbursed,26.82,7.3
APP0004723,CUST002687,2024-06-21,Major Purchase,5587.64,36,Approved,Disbursed,22.44,11.37
APP0004724,CUST003172,2022-04-04,Credit Card Refinancing,13203.01,60,Rejected,Pre-Qualification,,32.58
APP0004725,CUST004470,2023-03-15,Home Improvement,11892.99,60,Rejected,Risk Assessment,,30.43
APP0004726,CUST004829,2024-12-20,Credit Card Refinancing,8591.87,60,Rejected,Document Verification,,4.43
APP0004727,CUST001662,2025-01-02,Home Improvement,16729.31,36,Rejected,Document Verification,,
APP0004728,CUST004544,2023-02-24,Major Purchase,12454.83,36,Rejected,Risk Assessment,,5.12
APP0004729,CUST002595,2022-09-20,Major Purchase,7030.66,36,Approved,Disbursed,5.88,7.56
APP0004730,CUST003695,2022-11-07,Major Purchase,6662.89,36,Rejected,Pre-Qualification,,4.91
APP0004731,CUST004558,2024-09-30,Debt Consolidation,5439.67,60,Rejected,Document Verification,,42.13
APP0004732,CUST001538,2024-07-26,Debt Consolidation,13906.25,60,Approved,Disbursed,16.07,34.8
APP0004733,CUST001607,2022-04-23,Debt Consolidation,14664.75,36,Rejected,Document Verification,,
APP0004734,CUST002319,07/08/2023,Debt Consolidation,5957.91,36,Approved,Disbursed,24.92,13.3
APP0004735,CUST002892,2024-04-25,Home Improvement,26358.29,36,Approved,Disbursed,9.62,7.46
APP0004736,CUST003046,2022-01-28,Debt Consolidation,5725.9,36,Rejected,Pre-Qualification,,36.26
APP0004737,CUST003951,2025-03-22,Home Improvement,8198.31,60,Approved,Disbursed,10.11,14.04
APP0004738,CUST002280,2024-03-15,Debt Consolidation,18072.17,36,Approved,Disbursed,8.21,8.29
APP0004739,CUST001673,09/01/2025,Debt Consolidation,29875.26,36,Rejected,Pre-Qualification,,6.22
APP0004740,CUST001278,2025-11-02,Debt Consolidation,30515.84,36,Approved,Disbursed,14.28,17.54
APP0004741,CUST002270,2023-08-11,Credit Card Refinancing,20991.27,60,Rejected,Risk Assessment,,29.47
APP0004742,CUST004203,2024-06-22,Debt Consolidation,3250.56,36,Approved,Disbursed,21.96,9.71
APP0004743,CUST001789,2023-05-02,Credit Card Refinancing,12064.31,36,Approved,Disbursed,15.13,9.7
APP0004744,CUST000092,2024-11-27,Small Business,5896.99,60,Rejected,Pre-Qualification,,12.78
APP0004745,CUST004989,2022-11-07,Debt Consolidation,15962.2,60,Rejected,Risk Assessment,,4.93
APP0004746,CUST004497,2025-07-19,Debt Consolidation,3056.53,36,Approved,Disbursed,22.25,4.44
APP0004747,CUST002255,2025-08-04,Home Improvement,8918.09,36,Approved,Disbursed,14.35,17.06
APP0004748,CUST001484,01/08/2023,Home Improvement,7210.74,60,Abandoned In Funnel,Pre-Qualification,,1.34
APP0004749,CUST003182,2022-05-22,Home Improvement,15871.05,60,Abandoned In Funnel,Final Offer,,11.19
APP0004750,CUST000900,2024-03-15,Debt Consolidation,13660.83,36,Approved,Disbursed,24.1,9.41
APP0004751,CUST004757,2022-05-22,Home Improvement,3211.62,60,Approved,Disbursed,9.03,26.48
APP0004752,CUST003821,2025-09-30,Debt Consolidation,8462.21,60,Approved,Disbursed,24.49,
APP0004753,CUST004172,2024-04-24,Major Purchase,19316.24,36,Approved,Disbursed,19.9,
APP0004754,CUST003531,2022-12-10,Home Improvement,6604.92,36,Rejected,Document Verification,,13.62
APP0004755,CUST002105,2024-02-04,Major Purchase,37378.74,36,Abandoned In Funnel,Pre-Qualification,,16.6
APP0004756,CUST002429,2022-01-24,Debt Consolidation,47922.4,36,Approved,Disbursed,18.48,
APP0004757,CUST000094,2025-06-29,Home Improvement,8539.89,36,Abandoned In Funnel,Document Verification,,13.0
APP0004758,CUST002502,2024-10-23,Home Improvement,14146.31,36,Approved,Disbursed,27.55,37.03
APP0004759,CUST002760,2024-10-21,Major Purchase,51289.77,36,Approved,Disbursed,5.76,41.95
APP0004760,CUST000095,2024-01-02,Debt Consolidation,18447.88,36,Abandoned In Funnel,Document Verification,,17.21
APP0004761,CUST002958,30/06/2025,Credit Card Refinancing,19193.8,36,Rejected,Document Verification,,9.92
APP0004762,CUST001692,18/03/2025,Major Purchase,6585.95,36,Rejected,Risk Assessment,,7.56
APP0004763,CUST001043,2022-10-13,Home Improvement,19559.07,36,Approved,Disbursed,7.98,19.37
APP0004764,CUST001712,2024-05-20,Major Purchase,8688.51,60,Rejected,Risk Assessment,,13.18
APP0004765,CUST004046,2023-03-18,Debt Consolidation,23352.48,60,Abandoned In Funnel,Document Verification,,26.19
APP0004766,CUST004153,2023-03-07,Debt Consolidation,9918.47,60,Rejected,Risk Assessment,,11.09
APP0004767,CUST003115,2023-07-04,Debt Consolidation,12005.34,36,Rejected,Risk Assessment,,3.64
APP0004768,CUST004579,2022-02-25,Credit Card Refinancing,8001.55,36,Approved,Disbursed,27.15,8.2
APP0004769,CUST001706,2023-12-04,Credit Card Refinancing,4380.24,36,Approved,Disbursed,26.88,
APP0004770,CUST004373,2023-04-07,Credit Card Refinancing,16113.25,36,Approved,Disbursed,6.37,36.99
APP0004771,CUST001729,2022-01-21,Small Business,8840.65,36,Approved,Disbursed,11.64,28.59
APP0004772,CUST002876,14/03/2024,Credit Card Refinancing,11426.77,60,Abandoned In Funnel,Document Verification,,7.46
APP0004773,CUST003913,2025-04-23,Debt Consolidation,26377.04,60,Approved,Disbursed,14.51,14.75
APP0004774,CUST001648,2022-08-31,Debt Consolidation,5862.63,36,Abandoned In Funnel,Pre-Qualification,,18.74
APP0004775,CUST000301,2025-03-26,Debt Consolidation,14304.74,60,Rejected,Document Verification,,8.81
APP0004776,CUST004560,2022-07-31,Credit Card Refinancing,61617.44,60,Approved,Disbursed,14.16,27.64
APP0004777,CUST004951,2022-03-03,Credit Card Refinancing,6626.23,60,Rejected,Document Verification,,
APP0004778,CUST003203,2022-12-14,Debt Consolidation,2111.41,36,Abandoned In Funnel,Final Offer,,24.45
APP0004779,CUST003361,28/02/2025,Credit Card Refinancing,51277.31,60,Approved,Disbursed,20.99,7.73
APP0004780,CUST003899,2024-06-25,Debt Consolidation,17272.36,60,Abandoned In Funnel,Pre-Qualification,,24.99
APP0004781,CUST002312,2025-01-16,Credit Card Refinancing,20433.13,36,Approved,Disbursed,26.2,21.17
APP0004782,CUST002766,05/02/2025,Major Purchase,17028.65,36,Approved,Disbursed,9.92,14.92
APP0004783,CUST002660,2023-08-10,Debt Consolidation,5895.81,60,Abandoned In Funnel,Final Offer,,28.34
APP0004784,CUST002726,21/09/2022,Small Business,9247.67,60,Approved,Disbursed,26.59,14.65
APP0004785,CUST004287,2025-01-24,Debt Consolidation,12935.25,36,Approved,Disbursed,8.87,3.4
APP0004786,CUST003292,2022-12-10,Credit Card Refinancing,2677.76,60,Abandoned In Funnel,Pre-Qualification,,13.39
APP0004787,CUST002783,2023-11-22,Debt Consolidation,31379.27,36,Rejected,Pre-Qualification,,17.16
APP0004788,CUST003580,2023-01-13,Debt Consolidation,15081.26,60,Rejected,Risk Assessment,,24.48
APP0004789,CUST004353,2024-02-04,Debt Consolidation,18611.88,60,Approved,Disbursed,12.3,20.09
APP0004790,CUST002975,2022-05-30,Home Improvement,7895.14,36,Approved,Disbursed,11.31,2.52
APP0004791,CUST003916,2024-02-24,Debt Consolidation,3983.67,36,Approved,Disbursed,11.33,26.06
APP0004792,CUST000974,2025-03-18,Home Improvement,65648.22,60,Rejected,Document Verification,,3.25
APP0004793,CUST002917,2025-01-16,Small Business,14664.47,36,Approved,Disbursed,10.62,17.33
APP0004794,CUST000956,2022-02-06,Credit Card Refinancing,27352.13,36,Rejected,Document Verification,,16.42
APP0004795,CUST001182,2025-05-20,Credit Card Refinancing,19175.13,60,Rejected,Document Verification,,9.81
APP0004796,CUST001613,2022-12-25,Home Improvement,20523.99,60,Rejected,Pre-Qualification,,14.2
APP0004797,CUST000678,2024-02-25,Credit Card Refinancing,29491.17,60,Rejected,Document Verification,,16.52
APP0004798,CUST001488,27/01/2023,Credit Card Refinancing,5060.74,60,Approved,Disbursed,15.49,10.44
APP0004799,CUST001849,2024-07-23,Debt Consolidation,5296.74,36,Abandoned In Funnel,Document Verification,,33.2
APP0004800,CUST004252,2025-12-22,Home Improvement,3972.5,60,Abandoned In Funnel,Pre-Qualification,,10.73
APP0004801,CUST004428,2022-03-23,Credit Card Refinancing,10688.38,60,Approved,Disbursed,20.82,15.17
APP0004802,CUST003024,01/02/2025,Credit Card Refinancing,22733.05,60,Approved,Disbursed,16.61,
APP0004803,CUST000524,2024-08-11,Debt Consolidation,8073.29,36,Approved,Disbursed,10.76,13.76
APP0004804,CUST003347,2023-05-15,Credit Card Refinancing,15424.39,36,Approved,Disbursed,7.03,11.62
APP0004805,CUST004294,2023-01-08,Debt Consolidation,25506.04,36,Rejected,Document Verification,,43.42
APP0004806,CUST000048,2025-09-16,Credit Card Refinancing,1495.46,60,Rejected,Document Verification,,30.37
APP0004807,CUST002588,2022-06-01,Credit Card Refinancing,16178.37,36,Approved,Disbursed,27.46,11.75
APP0004808,CUST004172,2023-01-26,Credit Card Refinancing,70013.1,60,Abandoned In Funnel,Pre-Qualification,,25.8
APP0004809,CUST001115,2024-10-03,Debt Consolidation,9776.81,60,Approved,Disbursed,15.55,20.64
APP0004810,CUST000110,2022-12-20,Debt Consolidation,10378.63,60,Rejected,Document Verification,,15.5
APP0004811,CUST004273,2023-12-28,Debt Consolidation,6344.22,36,Approved,Disbursed,17.15,26.47
APP0004812,CUST001736,2025-03-30,Debt Consolidation,17358.61,36,Approved,Disbursed,26.31,19.31
APP0004813,CUST000523,2023-10-17,Debt Consolidation,33051.69,36,Rejected,Pre-Qualification,,5.66
APP0004814,CUST001878,28/09/2025,Credit Card Refinancing,10603.25,60,Approved,Disbursed,25.22,5.44
APP0004815,CUST000002,2024-12-28,Credit Card Refinancing,5436.63,36,Abandoned In Funnel,Final Offer,,19.66
APP0004816,CUST000493,19/06/2025,Home Improvement,27493.18,36,Approved,Disbursed,14.48,2.76
APP0004817,CUST003704,2024-03-13,Home Improvement,8267.97,60,Abandoned In Funnel,Pre-Qualification,,13.86
APP0004818,CUST001433,2025-01-08,Debt Consolidation,13833.43,60,Approved,Disbursed,9.87,13.03
APP0004819,CUST001326,2023-10-01,Debt Consolidation,43526.81,36,Approved,Disbursed,17.7,18.5
APP0004820,CUST001018,01/02/2022,Debt Consolidation,15084.72,60,Approved,Disbursed,26.75,31.73
APP0004821,CUST002225,2023-07-16,Credit Card Refinancing,27573.12,36,Rejected,Risk Assessment,,19.93
APP0004822,CUST004620,2023-05-03,Debt Consolidation,24530.34,36,Abandoned In Funnel,Pre-Qualification,,30.3
APP0004823,CUST004029,2023-11-21,Debt Consolidation,8661.63,60,Rejected,Document Verification,,10.28
APP0004824,CUST003627,2023-08-12,Home Improvement,2735.58,60,Approved,Disbursed,15.09,26.37
APP0004825,CUST000922,2024-10-28,Debt Consolidation,41524.05,36,Abandoned In Funnel,Document Verification,,13.9
APP0004826,CUST000009,2023-10-09,Debt Consolidation,8444.34,60,Approved,Disbursed,10.52,20.69
APP0004827,CUST004377,2025-06-28,Home Improvement,27432.41,36,Approved,Disbursed,6.91,18.21
APP0004828,CUST003185,27/02/2022,Home Improvement,18540.71,36,Rejected,Pre-Qualification,,10.92
APP0004829,CUST001788,2022-11-10,Debt Consolidation,20631.62,60,Approved,Disbursed,7.46,25.08
APP0004830,CUST000108,2024-03-28,Debt Consolidation,7312.06,60,Approved,Disbursed,17.16,21.93
APP0004831,CUST004342,2024-03-09,Home Improvement,6022.53,36,Approved,Disbursed,22.53,24.71
APP0004832,CUST004797,2023-04-22,Credit Card Refinancing,5883.67,36,Rejected,Document Verification,,5.67
APP0004833,CUST000086,2025-03-28,Debt Consolidation,19179.03,36,Approved,Disbursed,13.21,26.43
APP0004834,CUST003899,2022-10-08,Small Business,6793.75,60,Approved,Disbursed,18.33,3.77
APP0004835,CUST004876,2022-02-06,Small Business,42582.37,60,Abandoned In Funnel,Document Verification,,14.9
APP0004836,CUST003214,2023-07-20,Major Purchase,66423.68,36,Approved,Disbursed,23.84,6.63
APP0004837,CUST002886,2025-07-21,Home Improvement,10434.23,36,Approved,Disbursed,20.6,13.49
APP0004838,CUST003456,2022-03-28,Credit Card Refinancing,8933.59,36,Approved,Disbursed,9.97,37.65
APP0004839,CUST003115,20/10/2025,Major Purchase,46947.92,36,Approved,Disbursed,21.9,11.09
APP0004840,CUST004845,2023-05-27,Small Business,5706.88,60,Abandoned In Funnel,Final Offer,,26.84
APP0004841,CUST004814,2023-05-04,Credit Card Refinancing,18673.46,60,Abandoned In Funnel,Pre-Qualification,,35.34
APP0004842,CUST003158,2025-07-13,Small Business,91803.85,36,Approved,Disbursed,6.83,
APP0004843,CUST001664,2022-06-14,Credit Card Refinancing,17159.89,60,Rejected,Pre-Qualification,,15.02
APP0004844,CUST003821,18/09/2023,Small Business,14965.12,60,Abandoned In Funnel,Document Verification,,3.42
APP0004845,CUST003840,2025-02-16,Small Business,14503.01,36,Abandoned In Funnel,Document Verification,,22.66
APP0004846,CUST004547,2024-03-23,Credit Card Refinancing,23643.19,36,Rejected,Document Verification,,6.7
APP0004847,CUST000264,2023-05-20,Debt Consolidation,4864.47,60,Approved,Disbursed,19.83,23.98
APP0004848,CUST001638,2022-07-20,Home Improvement,25697.76,36,Approved,Disbursed,17.37,16.66
APP0004849,CUST003236,2023-10-26,Debt Consolidation,5711.33,36,Abandoned In Funnel,Document Verification,,9.68
APP0004850,CUST004386,2022-05-19,Major Purchase,6406.28,36,Approved,Disbursed,27.05,
APP0004851,CUST000833,2023-04-27,Debt Consolidation,7371.45,36,Rejected,Document Verification,,4.75
APP0004852,CUST004173,2023-05-13,Home Improvement,11587.95,36,Abandoned In Funnel,Pre-Qualification,,31.92
APP0004853,CUST004762,2022-02-03,Small Business,6405.68,36,Rejected,Risk Assessment,,7.97
APP0004854,CUST003630,2023-12-28,Debt Consolidation,11778.4,36,Approved,Disbursed,20.83,4.0
APP0004855,CUST001578,2023-05-31,Major Purchase,14945.85,36,Rejected,Document Verification,,
APP0004856,CUST004258,2023-02-20,Debt Consolidation,32319.48,60,Approved,Disbursed,15.89,6.62
APP0004857,CUST002655,2023-12-17,Debt Consolidation,7635.85,36,Rejected,Pre-Qualification,,
APP0004858,CUST000806,2024-11-08,Credit Card Refinancing,21899.72,60,Approved,Disbursed,6.69,3.8
APP0004859,CUST003734,2022-10-02,Home Improvement,8657.6,60,Approved,Disbursed,9.07,7.32
APP0004860,CUST004508,2022-08-14,Home Improvement,11441.79,60,Approved,Disbursed,8.08,17.69
APP0004861,CUST000586,2024-06-24,Home Improvement,16957.45,36,Rejected,Document Verification,,39.84
APP0004862,CUST003794,2025-05-19,Home Improvement,25504.28,60,Approved,Disbursed,11.18,32.58
APP0004863,CUST004581,2024-12-21,Debt Consolidation,16384.62,36,Rejected,Risk Assessment,,11.63
APP0004864,CUST001853,2023-05-17,Debt Consolidation,12811.83,36,Approved,Disbursed,10.19,17.54
APP0004865,CUST002149,2022-03-11,Home Improvement,8843.91,36,Approved,Disbursed,17.65,22.22
APP0004866,CUST004187,2022-02-04,Debt Consolidation,6423.62,60,Approved,Disbursed,16.43,10.68
APP0004867,CUST003446,2025-07-13,Debt Consolidation,55207.49,36,Approved,Disbursed,26.99,34.81
APP0004868,CUST003884,2023-09-23,Small Business,15487.31,60,Approved,Disbursed,13.5,0.61
APP0004869,CUST001388,06/08/2023,Debt Consolidation,31820.61,60,Approved,Disbursed,21.88,10.14
APP0004870,CUST000465,2022-02-27,Major Purchase,15335.67,60,Rejected,Risk Assessment,,23.89
APP0004871,CUST000706,2024-03-18,Home Improvement,4552.36,60,Approved,Disbursed,22.0,19.02
APP0004872,CUST000042,2022-09-20,Credit Card Refinancing,41970.04,60,Abandoned In Funnel,Final Offer,,17.65
APP0004873,CUST000557,2024-06-20,Debt Consolidation,6306.0,60,Rejected,Document Verification,,20.61
APP0004874,CUST004751,2023-11-22,Debt Consolidation,17135.63,60,Approved,Disbursed,21.75,
APP0004875,CUST004562,2022-09-07,Home Improvement,1277.22,60,Abandoned In Funnel,Pre-Qualification,,21.62
APP0004876,CUST004833,2025-09-28,Credit Card Refinancing,24665.95,36,Approved,Disbursed,27.15,17.22
APP0004877,CUST001720,2022-08-05,Debt Consolidation,15334.92,36,Rejected,Risk Assessment,,21.8
APP0004878,CUST001008,2025-08-06,Major Purchase,8742.68,36,Approved,Disbursed,15.49,
APP0004879,CUST000084,2025-11-24,Debt Consolidation,27028.03,36,Rejected,Document Verification,,8.64
